,artist_id,artist_name
14324,1160,The Strangeloves
14347,576,Kansas
14366,11,ABC
14379,100,Banda Blanca
14456,1267,Winger
14484,1136,The Orlons
14508,299,Dee Dee Sharp
14598,1216,Tracie Spencer
14624,958,Septembre
14627,461,Hardcore Superstar
14740,1095,The Divine Comedy
14755,913,Ronan Keating
14771,1255,Weeping Willows
14834,1206,Tommy Sparks
14855,1168,The Toys
15047,1151,The Saturdays
15072,480,Il Divo
15119,301,Deep Purple
15137,649,Lit
15146,356,Eric Burdon
15147,967,Sharon Jones & The Dap-Kings
15154,972,Shola Ama
15193,277,Danko Jones
15210,630,Leonard Cohen
15322,243,Clarence Carter
15331,738,Melody Club
15346,329,Dusty Springfield
15351,892,Renato Russo
15352,845,Phil Lynott
15355,207,Capital Inicial
15356,312,Die Toten Hosen
15374,823,Papa Roach
15380,195,Bullet For My Valentine
15386,332,Easton Corbin
15494,655,Longpigs
15495,778,Nekromantix
15498,1195,Tijuana No!
15583,559,Joshua Kadison
15623,190,Bryn Christopher
15629,775,Natalie Imbruglia
15630,1082,The Cat Empire
15637,966,Shania Twain
15686,358,Eric Clapton
15697,699,Maelo Ruiz
15785,849,Phyllis Nelson
15800,364,Eurythmics
15802,1128,The Melodians
15815,447,Grinspoon
15838,1253,We All Together
15897,658,Lordi
15926,104,Basia
16002,1288,Zion
16016,909,Roberto Vecchioni
16052,999,Soulsister
16055,919,Royalistick
16084,1047,Tag Team
16090,1228,Twisted Sister
16126,660,Los Amigos Invisibles
16191,1072,The Beautiful South
16208,606,Klaatu
16228,430,Girls Aloud
16246,3,311
16289,932,Sam Sparro
16298,59,Annie Lennox
16342,1083,The Charlie Daniels Band
16358,686,Lush
16381,714,Marie Osmond
16396,258,Craig David
16456,960,Seu Jorge
16487,236,Chris Spedding
16512,30,Alcazar
16527,782,New Grass Revival
16529,425,Geri Halliwell
16532,526,Jimmy Barnes
16533,1133,The Motors
16554,84,Avantasia
16619,1269,Within Temptation
16716,464,Hayko Cepkin
16740,949,Scott Wesley Brown
16759,446,Great White
16766,437,Goldfinger
16789,875,Rainbirds
16852,565,Julia Fordham
16853,596,Ketama
16887,621,Ladyhawke
16912,975,Simon & Garfunkel
16948,89,B.T. Express
16949,308,Dexter Wansel
16988,253,Concrete Blonde
17001,1169,The Tragically Hip
17016,1091,The Del-Vikings
17096,1224,Trisha Yearwood
17097,28,Albert King
17159,995,Something Corporate
17167,793,Nina Simone
17198,477,Hot Water Music
17211,539,Joe Strummer
17240,113,Belanova
17293,1164,The Supremes
17302,589,Keith Anderson
17378,1050,Tarrus Riley
17404,888,Red Plastic Bag
17441,642,Lincoln Brewster
17446,180,Brigitte Bardot
17451,814,Os Mutantes
17515,1235,Unwritten Law
17533,137,Black Kids
17614,577,Kany Garcia
17723,502,Jan Delay
17745,836,Pepper
17760,717,Mark Wills
17777,1100,The Everly Brothers
17779,1113,The Jimmy Castor Bunch
17785,556,Jorge Ben Jor
17854,874,Railroad Earth
17863,411,Freddie King
17866,1023,Strawberry Switchblade
18002,227,Charlie Winston
18011,835,Peggy Zina
18032,10,A.B. Quintanilla III Y Los Kumbia Kings
18052,771,NB Ridaz
18076,16,Ace Frehley
18093,897,Richard Marx
18101,837,Peps Persson
18104,532,Joan Manuel Serrat
18199,373,Fabiana Cantilo
18223,192,Buddy Holly & The Crickets
18227,846,Phil Ochs
18240,755,Modern Talking
18275,859,Powderfinger
18293,541,John Butler Trio
18340,583,Kashief Lindo
18347,579,Kaolin
18361,124,Bijelo Dugme
18368,76,Astrud Gilberto
18403,1282,Youth Group
18471,942,Sash!
18495,462,Hardline
18529,1197,Timpuri Noi
18564,725,Mau Mau
18568,1187,Third World
18631,937,Sanalejo
18691,704,Manafest
18695,171,Brandon Heath
18867,335,Edie Brickell & New Bohemians
18876,763,Mother Mother
18991,459,Happy Mondays
19000,1016,Stereophonics
19030,1131,The Mike Flowers Pops
19045,69,Archie Shepp
19068,533,Joan Osborne
19093,109,Bebe
19298,853,Plastilina Mosh
19305,1034,Supergrass
19306,1123,The Magic Numbers
19472,1193,Thrice
19475,718,Marketa Irglova and Glen Hansard
19495,167,Boys Like Girls
19556,523,Jim Stafford
19585,194,Buju Banton
19596,538,Joe Jonas
19607,1210,Tony Carreira
19625,101,Bang Tango
19643,855,Playa Limbo
19644,455,HIM
19658,1075,The Bluetones
19730,302,Deer Tick
19814,362,Eugenio Finardi
19817,29,Alberto Cortez
19819,867,Pussycat
19822,684,Luiz Melodia
19827,418,Galaxie 500
19832,550,Jon & Vangelis
19837,584,Kashmir
19858,1036,Supersister
19924,31,Alejandra Guzman
19927,531,Jo Boxers
19928,117,Benny Neyman
19931,239,Christina Milian
19953,251,Collective Soul
19977,390,Firehouse
19990,643,Linda Ronstadt
